Filial;Grupo Prod.;Descricao ;Codigo;Armazem Pad.;Ponto Pedido;Lote Econom.;Lote Minimo;Qtd.Embalag.;Custo Stand.;Ult. Compra;Ult. Calculo;Form.Est.Seg;Ult. Preco;Moeda C.Std;Seguranca;TE Padrao;TS Padrao;Grupo Trib.;Cons.Inicial;Dt. Referenc;Estoq Maximo;Grupo TI;Tipo Prazo;Form. Prazo;Aliq. ICMS;ICMS pauta;P.ICMS Prop.;Solid.Saida;Solid. Entr.;Aliq. IPI;IPI Saida;Red. PIS;Red. COFINS;Imp Renda;Origem;Entrega;Tolerancia;ALQ. FUMACOP;Class.Fiscal;CNAE;C. Trib. Mun;Tipo de C.Q.;Base Estrut.;IPI de Pauta;Perc. CSLL;Retem PIS;ALIQ. ISS;Contr.Endere;Entra MRP;Opc. Default;Ali.FECOP-RN;Data Incl.;Cod.Serv.ISS;Retem COF;UMDIPI;Retem CSLL;Ctr WMS;Fantasma;Aliq FECP;Aliq FECP BA;ID Hist.;Base Pre-Es.;Perc. COFINS;Perc. PIS;Aliq. de Imp;% Markup;Conv. DIPI;End. Padrao;Rev.Estrut;Hab. Dif.;Hora Exp;Alq. FUNDESA;Pr. Est. FCI;Horiz. Fixo;Tipo Hor Fix;Cta Contabil
BZ_FILIAL;BZ_XGRUPO;BZ_XDESCRI;BZ_COD;BZ_LOCPAD;BZ_EMIN;BZ_LE;BZ_LM;BZ_QE;BZ_CUSTD;BZ_UCOM;BZ_UCALSTD;BZ_ESTFOR;BZ_UPRC;BZ_MCUSTD;BZ_ESTSEG;BZ_TE;BZ_TS;BZ_GRTRIB;BZ_CONINI;BZ_DATREF;BZ_EMAX;BZ_XGRPTI;BZ_TIPE;BZ_FORPRZ;BZ_PICM;BZ_VLR_ICM;BZ_INT_ICM;BZ_PICMRET;BZ_PICMENT;BZ_IPI;BZ_XIPISAI;BZ_REDPIS;BZ_REDCOF;BZ_IRRF;BZ_ORIGEM;BZ_PE;BZ_TOLER;BZ_ALFUMAC;BZ_CLASFIS;BZ_CNAE;BZ_TRIBMUN;BZ_TIPOCQ;BZ_QB;BZ_VLR_IPI;BZ_PCSLL;BZ_PIS;BZ_ALIQISS;BZ_LOCALIZ;BZ_MRP;BZ_OPC;BZ_ALFECRN;BZ_DTINCLU;BZ_CODISS;BZ_COFINS;BZ_UMDIPI;BZ_CSLL;BZ_CTRWMS;BZ_FANTASM;BZ_FECP;BZ_FECPBA;BZ_IDHIST;BZ_QBP;BZ_PCOFINS;BZ_PPIS;BZ_IMPNCM;BZ_MARKUP;BZ_CONVDIP;BZ_LOCALI2;BZ_REVATU;BZ_HABDIF;BZ_HREXP;BZ_AFUNDES;BZ_FCIPRV;BZ_HORFIX;BZ_TPHOFIX;BZ_XCONTA
03;;;14257;03;;;;24;;09/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
